judul;tanggal;penulis;isi_;url
Demokrat Ogah Komentari Rencana Deklarasi Anies dan Cak Imin Hari Ini;Sabtu, 02 Sep 2023;CNN Indonesia;Partai Demokrat ogah menanggapi lebih lanjut soal duet Anies Baswedan dan Ketua Umum PKB Muhaimin Iskandar dalam Pilpres 2024. Partai yang diketuai Agus Harimurti Yudhoyono itu mengatakan hal tersebut, termasuk rencana deklarasi, bukan urusan Partai Demokrat lagi.;https://www.cnnindonesia.com/nasional/20230902053325-617-993749/demokrat-ogah-komentari-rencana-deklarasi-anies-dan-cak-imin-hari-ini
Zulhas Soal Cak Imin Merapat ke Anies: Belok Enggak Kasih Sein;Sabtu, 02 Sep 2023;CNN Indonesia;Ketua Umum PAN Zulkifli Hasan mengomentari sikap politik Ketua Umum PKB Muhaimin Iskandar atau Cak Imin yang disebut bakal jadi cawapres Anies Baswedan, capres pilihan Koalisi Perubahan.;https://www.cnnindonesia.com/nasional/20230902015113-617-993741/zulhas-soal-cak-imin-merapat-ke-anies-belok-enggak-kasih-sein
Sandi Respons SBY Soal Menteri Lobi Demokrat Bentuk Poros Baru;Sabtu, 02 Sep 2023;CNN Indonesia;Menteri Pariwisata dan Ekonomi Kreatif Sandiaga Uno merespons pernyataan Ketua Majelis Tinggi Partai Demokrat Susilo Bambang Yudhoyono (SBY) soal menteri yang melobi Demokrat bentuk poros baru dengan PPP dan PKS.;https://www.cnnindonesia.com/nasional/20230902012040-617-993740/sandi-respons-sby-soal-menteri-lobi-demokrat-bentuk-poros-baru
Anies Disebut Setuju AHY Cawapres Sebelum Arahan Duet dengan Cak Imin;Jumat, 01 Sep 2023;CNN Indonesia;Juru Bicara Anies Baswedan, Sudirman Said, mengatakan Anies sebenarnya sudah memutuskan Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono (AHY) sebagai calon wakil presiden (cawapres).;https://www.cnnindonesia.com/nasional/20230901233441-617-993734/anies-disebut-setuju-ahy-cawapres-sebelum-arahan-duet-dengan-cak-imin
Jubir Bongkar Reaksi Anies Dengar Arahan Paloh Duet dengan Cak Imin;Jumat, 01 Sep 2023;CNN Indonesia;Juru Bicara Anies Baswedan, Sudirman Said, mengungkapkan momen saat Anies mendengar rencana diduetkan dengan Ketua Umum PKB Muhaimin Iskandar alias Cak Imin.;https://www.cnnindonesia.com/nasional/20230901231756-617-993732/jubir-bongkar-reaksi-anies-dengar-arahan-paloh-duet-dengan-cak-imin
Polisi Terima Info Acara NasDem di Surabaya: Konsolidasi Pemilu;Jumat, 01 Sep 2023;CNN Indonesia;Polrestabes Surabaya mengatakan sudah menerima surat pemberitahuan acara yang bakal digelar DPP Partai NasDem di sebuah hotel di Surabaya, Sabtu (2/9).;https://www.cnnindonesia.com/nasional/20230901215406-617-993726/polisi-terima-info-acara-nasdem-di-surabaya-konsolidasi-pemilu
Eks Anggota Tim 8 Nilai Manuver PKB Soal Anies Sudah Ketebak;Jumat, 01 Sep 2023;CNN Indonesia;Eks Anggota Tim Delapan Utusan Susilo Bambang Yudhoyono, Iftitah Sulaiman Suryanagara, mengaku sudah memprediksikan PKB bakal mendukung Anies Baswedan di Pilpres 2024. Menurutnya, info kian menguat belakangan ini.;https://www.cnnindonesia.com/nasional/20230901211610-617-993720/eks-anggota-tim-8-nilai-manuver-pkb-soal-anies-sudah-ketebak
Gerindra: Nama Koalisi Indonesia Maju Spontan, Cak Imin Tak Keberatan;Jumat, 01 Sep 2023;CNN Indonesia;Ketua Harian DPP Partai Gerindra Sufmi Dasco Ahmad menjelaskan kronologi penamaan Koalisi Indonesia Maju (KIM) yang sempat dipersoalkan PKB.;https://www.cnnindonesia.com/nasional/20230901210047-617-993711/gerindra-nama-koalisi-indonesia-maju-spontan-cak-imin-tak-keberatan
Dikhianati Anies, SBY Singgung Ganjar dan Prabowo Pernah Ajak Koalisi;Jumat, 01 Sep 2023;CNN Indonesia;Ketua Majelis Tinggi Partai Demokrat Susilo Bambang Yudhoyono (SBY) mengungkapkan partainya sempat diajak berkoalisi oleh Ganjar Pranowo dan Prabowo Subianto untuk Pilpres 2024. Padahal, saat itu Demokrat sudah membentuk Koalisi Perubahan untuk Persatuan (KPP) bersama NasDem dan PKS mengusung Anies Baswedan.;https://www.cnnindonesia.com/nasional/20230901174500-617-993643/dikhianati-anies-sby-singgung-ganjar-dan-prabowo-pernah-ajak-koalisi
Partai Tak Usung Capres di 2024 Berpotensi Dilarang Ikut Pemilu 2029;Jumat, 01 Sep 2023;CNN Indonesia;Partai politik atau koalisi partai politik yang tak mengusung pasangan calon presiden-calon wakil presiden di Pilpres 2024 berpotensi kena sanksi tak bisa ikut Pemilu 2029.;https://www.cnnindonesia.com/nasional/20230901200439-617-993690/partai-tak-usung-capres-di-2024-berpotensi-dilarang-ikut-pemilu-2029
Gerindra: Pertemuan Prabowo dan Cak Imin Malam Ini Batal;Jumat, 01 Sep 2023;CNN Indonesia;Ketua Harian DPP Partai Gerindra Sufmi Dasco Ahmad mengatakan rencana pertemuan antara Ketua Umum Prabowo Subianto dengan Ketua Umum PKB Muhaimin Iskandar alias Cak Imin yang diagendakan malam ini batal.;https://www.cnnindonesia.com/nasional/20230901200734-617-993697/gerindra-pertemuan-prabowo-dan-cak-imin-malam-ini-batal
Gerindra Sebut Koalisi dengan PKB Otomatis Berakhir;Jumat, 01 Sep 2023;CNN Indonesia;Ketua Harian Partai Gerindra Sufmi Dasco Ahmad mengatakan kerja sama politik antara partainya dengan PKB otomatis berakhir setelah Ketum PKB Muhaimin Iskandar (Cak Imin) menerima tawaran NasDem untuk berkoalisi.;https://www.cnnindonesia.com/nasional/20230901194103-617-993682/gerindra-sebut-koalisi-dengan-pkb-otomatis-berakhir
PKB Siapkan Akronim Duet Anies-Cak Imin di Pilpres 2024: AMIN;Jumat, 01 Sep 2023;CNN Indonesia;PKB telah resmi menerima tawaran Partai NasDem untuk menduetkan bakal calon presiden Anies Baswedan dan Muhaimin Iskandar atau Cak Imin.;https://www.cnnindonesia.com/nasional/20230901192750-617-993671/pkb-siapkan-akronim-duet-anies-cak-imin-di-pilpres-2024-amin
Demokrat: Tim 8 Anies Baswedan Otomatis Bubar;Jumat, 01 Sep 2023;CNN Indonesia;Sekretaris Majelis Tinggi DPP Partai Demokrat Andi Mallarangeng mengatakan Tim 8 otomatis bubar karena partainya sudah menarik dukungan kepada bakal calon presiden Anies Baswedan di Pilpres 2024.;https://www.cnnindonesia.com/nasional/20230901191415-617-993667/demokrat-tim-8-anies-baswedan-otomatis-bubar
Istana Bantah Ada Skenario Halangi AHY Jadi Cawapres Anies;Jumat, 01 Sep 2023;CNN Indonesia;Menteri Sekretaris Negara Pratikno menegaskan tak ada skenario menghalangi seseorang untuk jadi calon wakil presiden. Pratikno menyampaikan hal ini di tengah ramai pernyataan Demokrat bahwa Agus Harimurti Yudhoyono (AHY) dihalang-halangi untuk jadi calon wakil presiden pendamping Anies Baswedan.;https://www.cnnindonesia.com/nasional/20230901190516-32-993663/istana-bantah-ada-skenario-halangi-ahy-jadi-cawapres-anies
PKB Resmi Terima Kerja Sama dengan Nasdem Duetkan Anies-Cak Imin;Jumat, 01 Sep 2023;CNN Indonesia;Partai Kebangkitan Bangsa (PKB) resmi menerima tawaran kerja sama dari Partai NasDem untuk menduetkan Anies Baswedan dan Muhaimin Iskandar (Cak Imin) di Pilpres 2024 mendatang.;https://www.cnnindonesia.com/nasional/20230901185951-617-993659/pkb-resmi-terima-kerja-sama-dengan-nasdem-duetkan-anies-cak-imin
Sekjen PKB Sebut Cak Imin Siap Bertemu Prabowo;Jumat, 01 Sep 2023;CNN Indonesia;Sekretaris Jenderal PKB Hasanuddin Wahid mengatakan Ketua Umum Muhaimin Iskandar (Cak Imin) siap bertemu dengan Ketua Umum Gerindra Prabowo Subianto.;https://www.cnnindonesia.com/nasional/20230901185559-617-993658/sekjen-pkb-sebut-cak-imin-siap-bertemu-prabowo
Kader Demokrat di Sragen Bakar Baliho Bergambar Anies;Jumat, 01 Sep 2023;CNN Indonesia;Sejumlah kader Partai Demokrat di Sragen, Jawa Tengah membakar baliho bergambar Anies Baswedan pada Jumat (1/9).;https://www.cnnindonesia.com/nasional/20230901183646-617-993651/kader-demokrat-di-sragen-bakar-baliho-bergambar-anies
Demokrat Resmi Cabut Dukungan Anies Capres di Pilpres 2024;Jumat, 01 Sep 2023;CNN Indonesia;Partai Demokrat resmi mencabut dukungan dari Anies Baswedan sebagai bakal calon presiden di Pilpres 2024.;https://www.cnnindonesia.com/nasional/20230901184352-617-993652/demokrat-resmi-cabut-dukungan-anies-capres-di-pilpres-2024
VIDEO: SBY Akui Pernah Diperingatkan Soal Kepercayaan ke Anies;Jumat, 01 Sep 2023;CNN Indonesia |  CNN Indonesia;Ketua Majelis Tinggi Partai Demokrat Susilo Bambang Yudhoyono mengaku pernah diingatkan oleh teman-temannya terkait kepercayaan terhadap sosok Anies Baswedan.;https://www.cnnindonesia.com/nasional/20230901183059-621-993649/video-sby-akui-pernah-diperingatkan-soal-kepercayaan-ke-anies
Potensi PKS Mengekor Kemanapun Anies Melangkah;Jumat, 01 Sep 2023;Bimo Wiwoho |  CNN Indonesia;Partai Keadilan Sejahtera (PKS) tak seperti Demokrat yang geram usai NasDem dan Anies Baswedan menjajaki kerja sama baru dengan PKB jelang Pilpres 2024.;https://www.cnnindonesia.com/nasional/20230901111255-618-993401/potensi-pks-mengekor-kemanapun-anies-melangkah
SBY Anggap Anies dan NasDem Lewati Batas Kepatutan Moral dan Etika;Jumat, 01 Sep 2023;CNN Indonesia;Ketua Majelis Tinggi Partai Demokrat Susilo Bambang Yudhoyono (SBY) tak menyangka dengan langkah yang diambil Partai NasDem dan Anies Baswedan.;https://www.cnnindonesia.com/nasional/20230901174627-617-993645/sby-anggap-anies-dan-nasdem-lewati-batas-kepatutan-moral-dan-etika
Airlangga Sebut Cak Imin Tak Komunikasi soal Merapat ke Anies;Jumat, 01 Sep 2023;CNN Indonesia;Ketua Umum Partai Golkar Airlangga Hartarto menyebut Ketua Umum PKB Muhaimin Iskandar alias Cak Imin belum berpamitan dari koalisi Prabowo Subianto sebelum merapat ke Anies Baswedan.;https://www.cnnindonesia.com/nasional/20230901164313-617-993596/airlangga-sebut-cak-imin-tak-komunikasi-soal-merapat-ke-anies
VIDEO: SBY Soal Duet Anies-Cak Imin: Kok Jadi Begini?;Jumat, 01 Sep 2023;YouTube/Partai Demokrat |  CNN Indonesia;ketua Majelis Tinggi Partai Demokrat Susilo Bambang Yudhoyono (SBY) buka suara terkait kabar duet Anies Baswedan dan Muhaimin Iskandar alias Cak Imin.;https://www.cnnindonesia.com/nasional/20230901165906-621-993604/video-sby-soal-duet-anies-cak-imin-kok-jadi-begini
SBY Ungkit Diingatkan Kader: Apa Bapak Percaya dengan Orang Itu?;Jumat, 01 Sep 2023;CNN Indonesia;Ketua Majelis Tinggi Partai Demokrat Susilo Bambang Yudhoyono (SBY) mengungkap sempat diingatkan oleh beberapa teman dari kalangan kader maupun luar partainya soal sosok yang ingin mengajak koalisi di Pilpres 2024.;https://www.cnnindonesia.com/nasional/20230901164529-617-993601/sby-ungkit-diingatkan-kader-apa-bapak-percaya-dengan-orang-itu
SBY Tak Menyangka Anies Berkhianat;Jumat, 01 Sep 2023;CNN Indonesia;Ketua Majelis Tinggi Partai Demokrat Susilo Bambang Yudhoyono (SBY) mengaku tak menyangka dengan pengkhianatan Anies Baswedan terhadap Koalisi Perubahan dan Persatuan (KPP).;https://www.cnnindonesia.com/nasional/20230901165453-617-993600/sby-tak-menyangka-anies-berkhianat
VIDEO: Momen Kader Demokrat Se-Jateng Copoti Gambar Anies Baswedan;Jumat, 01 Sep 2023;Damar Sinuko |  CNN Indonesia;Kader Partai Demokrat se-Jawa Tengah bergerak turun ke jalan mencopoti poster dan baliho Anies Baswedan yang bersanding bersama ketua umum Demokrat Agus Harimurti Yudhoyono atau AHY, Kamis (31/8) malam.;https://www.cnnindonesia.com/nasional/20230901125705-621-993440/video-momen-kader-demokrat-se-jateng-copoti-gambar-anies-baswedan
SBY Usai Demokrat Dikhianati NasDem dan Anies: Ini Bukan Kiamat;Jumat, 01 Sep 2023;CNN Indonesia;Ketua Majelis Tinggi Partai Demokrat Susilo Bambang Yudhoyono (SBY) meminta agar seluruh kader partainya berlapang dada usai NasDem dan Anies Baswedan mengkhianati partainya usai meminang Ketua Umum PKB Muhaimin Iskandar alias Cak Imin sebagai cawapres.;https://www.cnnindonesia.com/nasional/20230901163344-617-993594/sby-usai-demokrat-dikhianati-nasdem-dan-anies-ini-bukan-kiamat
Sekjen Gerindra: Prabowo Akan Bertemu Cak Imin Malam Ini;Jumat, 01 Sep 2023;CNN Indonesia;Sekretaris Jenderal Partai Gerindra Ahmad Muzani mengatakan Ketua Umum Partai Gerindra Prabowo Subianto akan menemui Ketua Umum PKB Muhaimin Iskandar (Cak Imin) menyusul kabar duet dengan Anies Baswedan.;https://www.cnnindonesia.com/nasional/20230901163234-617-993593/sekjen-gerindra-prabowo-akan-bertemu-cak-imin-malam-ini
SBY Soal Duet Anies-Cak Imin: Kader Demokrat Sangat Emosional;Jumat, 01 Sep 2023;CNN Indonesia;Ketua Majelis Tinggi Partai Demokrat Susilo Bambang Yudhoyono (SBY) mengatakan kader Demokrat merasa sangat emosional mendengar kabar duet Anies Baswedan dan Muhaimin Iskandar alias Cak Imin.;https://www.cnnindonesia.com/nasional/20230901162031-617-993588/sby-soal-duet-anies-cak-imin-kader-demokrat-sangat-emosional
SBY Pimpin Rapat Demokrat Tentukan Dukungan Pilpres 2024;Jumat, 01 Sep 2023;CNN Indonesia;Sejumlah elite Partai Demokrat menghadiri rapat Majelis Tinggi Demokrat yang dipimpin langsung Susilo Bambang Yudhoyono (SBY) di Puri Cikeas, Jawa Barat, Jumat (1/8).;https://www.cnnindonesia.com/nasional/20230901160627-617-993582/sby-pimpin-rapat-demokrat-tentukan-dukungan-pilpres-2024
Petinggi PKB Merapat ke Surabaya Jelang Deklarasi Anies-Cak Imin;Jumat, 01 Sep 2023;CNN Indonesia;Sejumlah petinggi PKB mulai berdatangan ke Kantor DPW PKB Jawa Timur, Surabaya, Jumat (1/9). Salah satunya Wakil Ketua Umum bidang Ideologi dan Kaderisasi, M Hanif Dhakiri.;https://www.cnnindonesia.com/nasional/20230901155229-617-993575/petinggi-pkb-merapat-ke-surabaya-jelang-deklarasi-anies-cak-imin
Partai Garuda Resmi Dukung Prabowo di Pilpres 2024;Jumat, 01 Sep 2023;CNN Indonesia;Partai Garuda secara resmi mengumumkan dukungan kepada Ketua Umum Partai Gerindra Prabowo Subianto sebagai calon presiden (capres) di Pilpres 2024.;https://www.cnnindonesia.com/nasional/20230831143312-617-992982/partai-garuda-resmi-dukung-prabowo-di-pilpres-2024
Elite Gerindra Tiba di DPP Partai Garuda Bahas Deklarasi Prabowo;Jumat, 01 Sep 2023;CNN Indonesia;Sejumlah elite Partai Gerindra tiba di DPP Partai Garuda, kawasan Bendungan Hilir, Jakarta Pusat, Jumat (1/9). Kedatangan mereka untuk membahas rencana mengalirkan dukungan kepada Prabowo Subianto sebagai capres di Pilpres 2024.;https://www.cnnindonesia.com/nasional/20230901143417-617-993518/elite-gerindra-tiba-di-dpp-partai-garuda-bahas-deklarasi-prabowo
PKB Bakal Deklarasi Anies-Cak Imin di Surabaya Besok;Jumat, 01 Sep 2023;CNN Indonesia;Anies Baswedan dan Ketua Umum PKB Muhaimin Iskandar dikabarkan akan menggelar deklarasi sebagai pasangan bakal calon presiden dan calon wakil presiden di Surabaya, Jawa Timur, pada Sabtu (2/9).;https://www.cnnindonesia.com/nasional/20230901112001-617-993402/pkb-bakal-deklarasi-anies-cak-imin-di-surabaya-besok
INFOGRAFIS: Adu Kuat Elektabilitas AHY vs Cak Imin;Jumat, 01 Sep 2023;CNN Indonesia;Ketua Umum PKB Muhaimin Iskandar (Cak Imin) dikabarkan bakal digandeng jadi cawapres untuk mendampingi Anies Baswedan. Padahal, nama Ketua Umum Demokrat Agus Harimurti Yudhoyono (AHY) sempat disebut jadi calon kuat pendamping Anies.;https://www.cnnindonesia.com/nasional/20230901144315-620-993528/infografis-adu-kuat-elektabilitas-ahy-vs-cak-imin
Ngabalin ke Demokrat: Kalau Tidak Jadi Cawapres, Jangan Serang Jokowi;Jumat, 01 Sep 2023;CNN Indonesia;Tenaga Ahli Utama Kantor Staf Presiden (KSP) Ali Mochtar Ngabalin menyindir balik Partai Demokrat yang menyebut ada campur tangan istana di balik keretakan koalisi pendukung Anies Baswedan.;https://www.cnnindonesia.com/nasional/20230901143819-617-993520/ngabalin-ke-demokrat-kalau-tidak-jadi-cawapres-jangan-serang-jokowi
Isi Lengkap Surat Anies ke AHY Saat Meminang Jadi Cawapres;Jumat, 01 Sep 2023;CNN Indonesia;Partai Demokrat menyebut bakal calon presiden Koalisi Perubahan untuk Persatuan (KPP) Anies Baswedan pernah meminang Ketua Umum Demokrat Agus Harimurti Yudhoyono (AHY) sebagai cawapres dalam Pilpres 2024, melalui sepucuk surat.;https://www.cnnindonesia.com/nasional/20230901135925-617-993490/isi-lengkap-surat-anies-ke-ahy-saat-meminang-jadi-cawapres
Perubahan Peta Koalisi di 2024 Jika Duet Anies-Cak Imin Terwujud;Jumat, 01 Sep 2023;CNN Indonesia;Peta koalisi Pilpres 2024 masih dinamis jelang pendaftaran calon presiden dan calon wakil presiden pada Oktober mendatang. Saat ini, tiga nama bakal calon presiden yang telah dikenalkan ke publik yaitu Ganjar Pranowo, Prabowo Subianto, dan Anies Baswedan.;https://www.cnnindonesia.com/nasional/20230901115457-617-993418/perubahan-peta-koalisi-di-2024-jika-duet-anies-cak-imin-terwujud
PDIP Goda Cak Imin ke Ganjar: Pintu Bu Mega Terbuka untuk Keponakan;Jumat, 01 Sep 2023;CNN Indonesia;Ketua DPP PDIP Said Abdullah mengatakan partainya membuka pintu bagi Ketum PKB Muhaimin Iskandar (Cak Imin) untuk mendukung Gubernur Jawa Tengah Ganjar Pranowo di Pilpres 2024.;https://www.cnnindonesia.com/nasional/20230901121003-617-993426/pdip-goda-cak-imin-ke-ganjar-pintu-bu-mega-terbuka-untuk-keponakan
Gerindra Temui Partai Garuda Siang Ini, Bahas Deklarasi Prabowo Capres;Jumat, 01 Sep 2023;CNN Indonesia;DPP Partai Gerindra dijadwalkan akan menemui petinggi Partai Gerakan Perubahan Indonesia (Garuda) untuk membahas rencana mengalirkan dukungan kepada Prabowo Subianto sebagai capres di Pilpres 2024.;https://www.cnnindonesia.com/nasional/20230901112728-617-993406/gerindra-temui-partai-garuda-siang-ini-bahas-deklarasi-prabowo-capres
Isu Pilpres Diatur Hanya 2 Paslon, SBY Ingatkan Era Mega Ada 5 Paslon;Jumat, 01 Sep 2023;CNN Indonesia;Ketua Majelis Tinggi Partai Demokrat Susilo Bambang Yudhoyono (SBY) merespons kabar Pilpres 2024 nanti dirancang untuk diikuti oleh dua pasangan calon saja.;https://www.cnnindonesia.com/nasional/20230830184319-32-992543/isu-pilpres-diatur-hanya-2-paslon-sby-ingatkan-era-mega-ada-5-paslon
SBY Ungkap Alasan dan Arti Lukisan 'No Justice, No Peace';Jumat, 01 Sep 2023;CNN Indonesia;Presiden ke-6 Republik Indonesia Susilo Bambang Yudhoyono (SBY) menjelaskan alasannya membuat lukisan bertuliskan 'No Justice, No Peace, Keadilan untuk Semua'.;https://www.cnnindonesia.com/nasional/20230901004357-32-993239/sby-ungkap-alasan-dan-arti-lukisan-no-justice-no-peace
Bentrok Kepentingan di Balik Geger Duet Anies-Cak Imin;Jumat, 01 Sep 2023;CNN Indonesia;Partai Demokrat sebagai salah satu partai Koalisi Perubahan untuk Persatuan (KPP) mengatakan NasDem dan PKB sepakat kerja sama di Pilpres 2024. Kerja sama itu dibangun untuk mengusung Anies Baswedan dengan Ketua Umum PKB Muhaimin Iskandar alias Cak Imin sebagai capres cawapres.;https://www.cnnindonesia.com/nasional/20230901091631-617-993303/bentrok-kepentingan-di-balik-geger-duet-anies-cak-imin
Demokrat Dengar Rumor 'Larangan' Anies Berpasangan dengan AHY;Jumat, 01 Sep 2023;CNN Indonesia;Anggota Majelis Tinggi DPP Partai Demokrat Syarief Hasan mengaku mendengar rumor yang menyebut bakal calon presiden Koalisi Perubahan untuk Persatuan (KPP) Anies Baswedan 'dilarang' untuk memilih Ketua Umum Demokrat Agus Harimurti Yudhoyono (AHY) sebagai cawapres.;https://www.cnnindonesia.com/nasional/20230901103743-617-993352/demokrat-dengar-rumor-larangan-anies-berpasangan-dengan-ahy
PKB Otomatis Pamit ke Gerindra Jika Usung Anies Bareng NasDem;Jumat, 01 Sep 2023;CNN Indonesia;Wakil Ketua Umum DPP PKB Jazilul Fawaid mengatakan PKB otomatis akan pamit ke Gerindra jika nanti mengusung duet Anies Baswedan dan Muhaimin Iskandar bersama NasDem. Saat ini, PKB tergabung dalam Koalisi Indonesia Maju bersama Gerindra, Golkar, PAN, dan PBB mengusung Prabowo Subianto.;https://www.cnnindonesia.com/nasional/20230901110205-617-993389/pkb-otomatis-pamit-ke-gerindra-jika-usung-anies-bareng-nasdem
Jejak Elektabilitas Cak Imin dan AHY di Bursa Cawapres;Jumat, 01 Sep 2023;CNN Indonesia;Bakal calon presiden (capres) Anies Baswedan dikabarkan akan menggandeng Ketua Umum Partai Kebangkitan Bangsa (PKB) Muhaimin Iskandar alias Cak Imin sebagai calon wakil presidennya di Pilpres 2024.;https://www.cnnindonesia.com/nasional/20230901101825-617-993345/jejak-elektabilitas-cak-imin-dan-ahy-di-bursa-cawapres
PKB Pingit Cak Imin di Tengah Isu Duet dengan Anies;Jumat, 01 Sep 2023;CNN Indonesia;Wakil Ketua Umum DPP PKB Jazilul Fawaid mengatakan Ketum PKB Muhaimin Iskandar atau Cak Imin kini sedang dipingit usai muncul kabar duet Anies Baswedan dan Cak Imin maju Pilpres 2024.;https://www.cnnindonesia.com/nasional/20230901102110-617-993346/pkb-pingit-cak-imin-di-tengah-isu-duet-dengan-anies
Tanda-tanda Jelang Koalisi Pengusung Anies Bergejolak di Kamis Malam;Jumat, 01 Sep 2023;CNN Indonesia;Koalisi partai politik yang mengusung Anies Baswedan sebagai bakal calon presiden berada di ujung tanduk. Terancam bubar bahkan sebelum masa pendaftaran capres-cawapres Pilpres 2024 dibuka KPU.;https://www.cnnindonesia.com/nasional/20230901013049-617-993242/tanda-tanda-jelang-koalisi-pengusung-anies-bergejolak-di-kamis-malam
Hasil Rapat Pleno PKB: Sambut Baik Tawaran NasDem Usung Anies Capres;Jumat, 01 Sep 2023;CNN Indonesia;Wakil Ketua Umum DPP PKB Jazilul Fawaid menyatakan PKB menyambut baik kerja sama politik dengan NasDem di Pilpres 2024 untuk mengusung Anies Baswedan. Hal ini merupakan keputusan Rapat Pleno DPP PKB yang digelar di Kantor DPP PKB, Jakarta, Jumat (1/9).;https://www.cnnindonesia.com/nasional/20230901100739-617-993342/hasil-rapat-pleno-pkb-sambut-baik-tawaran-nasdem-usung-anies-capres
Jokowi Bantah Ikut Campur di Balik Keretakan Koalisi Pengusung Anies;Jumat, 01 Sep 2023;CNN Indonesia;Presiden Joko Widodo membantah kabar dirinya terlibat dalam keretakan koalisi Partai NasDem dan Partai Demokrat pendukung Anies Baswedan.;https://www.cnnindonesia.com/nasional/20230901095457-617-993335/jokowi-bantah-ikut-campur-di-balik-keretakan-koalisi-pengusung-anies
VIDEO: Surat Tulis Tangan Anies Saat Pinang AHY jadi Cawapres;Jumat, 01 Sep 2023;Tim |  CNN Indonesia;Partai Demokrat membeberkan isi surat tertulis dari Anies Baswedan ke Agus Harimurti Yudhoyono.;https://www.cnnindonesia.com/nasional/20230901093318-621-993321/video-surat-tulis-tangan-anies-saat-pinang-ahy-jadi-cawapres
PAN Tak Masalah Jika PKB Hengkang Koalisi Prabowo: Bicarakan Baik-baik;Jumat, 01 Sep 2023;CNN Indonesia;Wakil Ketua Umum Partai Amanat Nasional (PAN) Viva Yoga mengaku tak masalah jika PKB ingin keluar dari Koalisi Indonesia Maju pendukung capres Prabowo Subianto.;https://www.cnnindonesia.com/nasional/20230901081934-617-993283/pan-tak-masalah-jika-pkb-hengkang-koalisi-prabowo-bicarakan-baik-baik
Demokrat Ungkap Sepucuk Surat Anies Pinang AHY Jadi Cawapres;Jumat, 01 Sep 2023;CNN Indonesia;Partai Demokrat membeberkan isi surat tertulis dari bakal calon presiden Koalisi Perubahan untuk Persatuan (KPP) Anies Baswedan yang ditujukan ke Ketua Umum Demokrat Agus Harimurti Yudhoyono (AHY).;https://www.cnnindonesia.com/nasional/20230901081106-617-993281/demokrat-ungkap-sepucuk-surat-anies-pinang-ahy-jadi-cawapres
Poin-poin Respons Surya Paloh soal Jumpa Jokowi & Duet Anies-Cak Imin;Jumat, 01 Sep 2023;CNN Indonesia;Ketua Umum Partai NasDem Surya Paloh buka suara usai isu Anies Baswedan memilih Muhaimin Iskandar (Cak Imin) sebagai pendampingnya di Pemilu 2024.;https://www.cnnindonesia.com/nasional/20230901083839-617-993287/poin-poin-respons-surya-paloh-soal-jumpa-jokowi-duet-anies-cak-imin
SBY: Salah Alamat Jika Gugat Batas Usia Capres-Cawapres Ke MK;Jumat, 01 Sep 2023;CNN Indonesia;Presiden ke-6 RI yang juga Ketua Majelis Tinggi Partai Demokrat Susilo Bambang Yudhoyono (SBY) menganggap gugatan mengenai batas usia capres-cawapres tidak tepat diajukan ke Mahkamah Konstitusi (MK).;https://www.cnnindonesia.com/nasional/20230830172126-32-992514/sby-salah-alamat-jika-gugat-batas-usia-capres-cawapres-ke-mk
Demokrat Ungkit Guru Spiritual Anies yang Bisiki Nama Cawapres AHY;Jumat, 01 Sep 2023;CNN Indonesia;Partai Demokrat menyebut bacapres Koalisi Perubahan untuk Persatuan (KPP) Anies Baswedan secara mendadak meminang Ketua Umum PKB Muhaimin Iskandar alias Cak Imin untuk menjadi cawapres pada Pemilu 2024.;https://www.cnnindonesia.com/nasional/20230901065355-617-993266/demokrat-ungkit-guru-spiritual-anies-yang-bisiki-nama-cawapres-ahy
Geger Duet Anies-Cak Imin, Ganjar Respons Isu PPP Koalisi Demokrat-PKS;Jumat, 01 Sep 2023;del |  CNN Indonesia;Bakal calon presiden (Capres) Ganjar Pranowo mengaku tak khawatir bila PPP nantinya membentuk koalisi baru bersama Demokrat dan PKS usai isu Anies Baswedan berduet dengan Ketum PKB Muhaimin Iskandar alias Cak Imin sebagai cawapresnya.;https://www.cnnindonesia.com/nasional/20230901063540-617-993263/geger-duet-anies-cak-imin-ganjar-respons-isu-ppp-koalisi-demokrat-pks
PDIP Sebut Gibran Masuk Bursa Cawapres ke-6 Ganjar: Tidak Ada Prabowo;Jumat, 01 Sep 2023;CNN Indonesia;Ketua DPP PDIP Said Abdullah menyebut nama Wali Kota Solo Gibran Rakabuming Raka masuk dalam enam kandidat pasangan Bacapres PDIP Ganjar Pranowo di Pilpres 2024.;https://www.cnnindonesia.com/nasional/20230831182617-617-993133/pdip-sebut-gibran-masuk-bursa-cawapres-ke-6-ganjar-tidak-ada-prabowo
Paloh Tetap Komunikasi dengan Demokrat: Kalau Tak di Dunia, di Akhirat;Jumat, 01 Sep 2023;CNN Indonesia;Ketua Umum Partai NasDem Surya Paloh mengaku belum ada rencana pertemuan dengan Partai Demokrat setelah muncul pernyataan bakal calon presiden (bacapres) Koalisi Perubahan untuk Persatuan (KPP) Anies Baswedan menggandeng Ketua Umum PKB Muhaimin Iskandar alias Cak Imin.;https://www.cnnindonesia.com/nasional/20230901060630-617-993255/paloh-tetap-komunikasi-dengan-demokrat-kalau-tak-di-dunia-di-akhirat
